GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
6770,43296627.0,240894.0,16.717,0.093,41.488428,-73.053383
6776,144032209.0,4354347.0,55.611,1.681,41.601266,-73.422807
6777,41187871.0,2712353.0,15.903,1.047,41.691307,-73.334403
6778,18374269.0,91229.0,7.094,0.035,41.713491,-73.111911
6779,8273051.0,118087.0,3.194,0.046,41.596057,-73.081442
6782,19459933.0,632966.0,7.514,0.244,41.651533,-73.042739
6783,66947807.0,143484.0,25.849,0.055,41.555501,-73.296015
6784,60047494.0,4678881.0,23.184,1.807,41.576035,-73.491717
6785,34878329.0,1119826.0,13.467,0.432,41.674388,-73.493966
6786,37179122.0,578454.0,14.355,0.223,41.672727,-73.018042
6787,31687469.0,561788.0,12.235,0.217,41.67108,-73.085047
6790,107684107.0,1493356.0,41.577,0.577,41.834052,-73.131413
6791,79927230.0,896244.0,30.86,0.346,41.761345,-73.060443
6793,36639474.0,121343.0,14.147,0.047,41.633712,-73.288916
6794,35185809.0,0.0,13.585,0.0,41.649454,-73.323557
6795,67869780.0,1194210.0,26.205,0.461,41.623892,-73.126195
6796,96213922.0,292033.0,37.148,0.113,41.866034,-73.342084
6798,94276385.0,632843.0,36.4,0.244,41.561632,-73.206096
6801,43965040.0,100790.0,16.975,0.039,41.369778,-73.389503
6804,51208462.0,1541601.0,19.772,0.595,41.469885,-73.393667
6807,8146189.0,332004.0,3.145,0.128,41.056732,-73.592029
6810,53648300.0,686975.0,20.714,0.265,41.374284,-73.457611
6811,54920980.0,5126547.0,21.205,1.979,41.422581,-73.478352
6812,52946507.0,12202531.0,20.443,4.711,41.480318,-73.486863
6820,32774486.0,6001451.0,12.654,2.317,41.076202,-73.48008
6824,52146573.0,3345885.0,20.134,1.292,41.173039,-73.280818
6825,17424211.0,95754.0,6.728,0.037,41.196583,-73.243254
6830,35201750.0,12404325.0,13.591,4.789,41.037605,-73.624339
6831,71300239.0,1364058.0,27.529,0.527,41.088724,-73.658838
6840,57484084.0,851635.0,22.195,0.329,41.160393,-73.500124
6850,17385437.0,206664.0,6.713,0.08,41.126683,-73.447459
6851,19770589.0,158795.0,7.633,0.061,41.138233,-73.401526
6853,3101448.0,1057601.0,1.197,0.408,41.066109,-73.437996
6854,12634376.0,6419519.0,4.878,2.479,41.08391,-73.426615
6855,6152018.0,6890298.0,2.375,2.66,41.08424,-73.394991
6856,9568.0,0.0,0.004,0.0,41.111223,-73.42086
6870,5945321.0,3841130.0,2.296,1.483,41.024446,-73.57115
6877,89549249.0,1305494.0,34.575,0.504,41.310803,-73.499837
6878,6194002.0,2105213.0,2.392,0.813,41.030093,-73.583719
6880,52119362.0,15226056.0,20.123,5.879,41.133275,-73.348699
6883,51211664.0,2333476.0,19.773,0.901,41.227413,-73.367061
6890,7495648.0,385622.0,2.894,0.149,41.148565,-73.28778
6896,81572098.0,1406990.0,31.495,0.543,41.305415,-73.392584
6897,69435118.0,1276100.0,26.809,0.493,41.211277,-73.440974
6901,1204738.0,0.0,0.465,0.0,41.053591,-73.53817
6902,26359755.0,6129743.0,10.178,2.367,41.059347,-73.544384
6903,45283571.0,1997168.0,17.484,0.771,41.136018,-73.571142
6905,12864724.0,25391.0,4.967,0.01,41.088293,-73.542669
6906,3131658.0,0.0,1.209,0.0,41.071023,-73.522621
6907,5373164.0,41548.0,2.075,0.016,41.100918,-73.520517
7001,9754011.0,91156.0,3.766,0.035,40.583961,-74.269704
7002,15146465.0,2075394.0,5.848,0.801,40.66253,-74.110192
7003,13754217.0,62949.0,5.311,0.024,40.809141,-74.187142
7004,26247281.0,570241.0,10.134,0.22,40.882508,-74.304593
7005,48674928.0,4332618.0,18.793,1.673,40.932771,-74.417304
7006,24322391.0,55075.0,9.391,0.021,40.851187,-74.282865
7008,11458070.0,1482738.0,4.424,0.572,40.58379,-74.227457
7009,10971956.0,319251.0,4.236,0.123,40.858017,-74.229784
7010,2472332.0,0.0,0.955,0.0,40.822045,-73.987945
7011,8575617.0,240076.0,3.311,0.093,40.878256,-74.144073
7012,5438882.0,1700.0,2.1,0.001,40.848398,-74.160266
7013,11276923.0,13035.0,4.354,0.005,40.869405,-74.173062
7014,3605280.0,151161.0,1.392,0.058,40.831339,-74.135419
7016,12492033.0,99278.0,4.823,0.038,40.65609,-74.303563
7017,5832167.0,0.0,2.252,0.0,40.772111,-74.207065
7018,4390916.0,0.0,1.695,0.0,40.755829,-74.217824
7020,2505938.0,3844179.0,0.968,1.484,40.82465,-73.973793
7021,3616924.0,15705.0,1.397,0.006,40.828102,-74.276226
7022,2184139.0,3363.0,0.843,0.001,40.82111,-74.003032
7023,3469656.0,0.0,1.34,0.0,40.641701,-74.385692
7024,6555834.0,915817.0,2.531,0.354,40.85064,-73.971007
7026,5667195.0,209146.0,2.188,0.081,40.879797,-74.10825
7027,1686253.0,0.0,0.651,0.0,40.651348,-74.32314
7028,3328848.0,11515.0,1.285,0.004,40.804798,-74.204569
7029,3389621.0,357823.0,1.309,0.138,40.74362,-74.154901
7030,3223766.0,0.0,1.245,0.0,40.745295,-74.032113
7031,6437475.0,121261.0,2.486,0.047,40.786256,-74.12622
7032,22916516.0,3030661.0,8.848,1.17,40.752332,-74.123093
7033,5571110.0,10391.0,2.151,0.004,40.678089,-74.288114
7034,3236474.0,66365.0,1.25,0.026,40.87948,-74.380104
7035,17440293.0,1335185.0,6.734,0.516,40.927501,-74.308334
7036,28159353.0,1882783.0,10.872,0.727,40.624472,-74.238419
7039,35766978.0,865335.0,13.81,0.334,40.785828,-74.3291
7040,9025531.0,8951.0,3.485,0.003,40.730785,-74.268919
7041,3442849.0,5291.0,1.329,0.002,40.722448,-74.301546
7042,9682793.0,16137.0,3.739,0.006,40.812449,-74.21733
7043,6709046.0,1990.0,2.59,0.001,40.844837,-74.200502
7044,7301894.0,54370.0,2.819,0.021,40.832468,-74.242863
7045,18304515.0,815936.0,7.067,0.315,40.909405,-74.363571
7046,6823008.0,697633.0,2.634,0.269,40.889726,-74.440329
7047,13449791.0,415109.0,5.193,0.16,40.794163,-74.024947
7050,5688704.0,5154.0,2.196,0.002,40.76804,-74.235692
7052,31140151.0,321243.0,12.023,0.124,40.785755,-74.265058
7054,35536340.0,1700066.0,13.721,0.656,40.853731,-74.401647
7055,8125419.0,291639.0,3.137,0.113,40.857552,-74.129089
7057,2546727.0,126773.0,0.983,0.049,40.853084,-74.106323
7058,7733546.0,142280.0,2.986,0.055,40.872514,-74.341776
7059,50721725.0,183265.0,19.584,0.071,40.634588,-74.519044
7060,13113939.0,37136.0,5.063,0.014,40.616667,-74.422042
7062,4796860.0,9135.0,1.852,0.004,40.632358,-74.401184
7063,4636134.0,11990.0,1.79,0.005,40.605118,-74.444522
7064,3602929.0,253395.0,1.391,0.098,40.56742,-74.244942
7065,10046440.0,365189.0,3.879,0.141,40.607152,-74.280531
7066,11049014.0,475301.0,4.266,0.184,40.620618,-74.315435
7067,10404440.0,10931.0,4.017,0.004,40.589296,-74.31138
7068,9253719.0,63160.0,3.573,0.024,40.821737,-74.310147
7069,16305816.0,71737.0,6.296,0.028,40.642845,-74.436233
7070,7283569.0,290156.0,2.812,0.112,40.820314,-74.106041
7071,11791786.0,986556.0,4.553,0.381,40.797985,-74.113258
7072,10202519.0,674867.0,3.939,0.261,40.826431,-74.062335
7073,9631592.0,852464.0,3.719,0.329,40.817097,-74.085024
7074,3311990.0,32900.0,1.279,0.013,40.838144,-74.055077
7075,2871883.0,1677.0,1.109,0.001,40.850183,-74.087068
7076,23327425.0,87020.0,9.007,0.034,40.633029,-74.372899
7077,3996405.0,1584804.0,1.543,0.612,40.554147,-74.25306
7078,16697020.0,1402960.0,6.447,0.542,40.742346,-74.334237
7079,7381110.0,4806.0,2.85,0.002,40.748811,-74.261512
7080,21416057.0,90430.0,8.269,0.035,40.574413,-74.4148
7081,13356753.0,41865.0,5.157,0.016,40.697966,-74.334436
7082,15649675.0,170086.0,6.042,0.066,40.926913,-74.342511
7083,22415820.0,83996.0,8.655,0.032,40.695266,-74.269078
7086,2044572.0,65415.0,0.789,0.025,40.767915,-74.020629
7087,3352526.0,0.0,1.294,0.0,40.767352,-74.032313
7088,1076885.0,0.0,0.416,0.0,40.717889,-74.286169
7090,17448771.0,52388.0,6.737,0.02,40.651644,-74.343447
7092,10414261.0,123742.0,4.021,0.048,40.680722,-74.360292
7093,3074965.0,0.0,1.187,0.0,40.788101,-74.01144
7094,14938337.0,1852307.0,5.768,0.715,40.781958,-74.067649
7095,10715796.0,41164.0,4.137,0.016,40.552853,-74.286945
7102,3041341.0,54812.0,1.174,0.021,40.735659,-74.173605
7103,5510167.0,0.0,2.127,0.0,40.738728,-74.195534
7104,6555241.0,307912.0,2.531,0.119,40.767713,-74.16835
7105,12039106.0,1561508.0,4.648,0.603,40.723066,-74.138636
7106,3676499.0,0.0,1.42,0.0,40.741796,-74.230386
7107,4262162.0,22301.0,1.646,0.009,40.762918,-74.186559
7108,3554647.0,0.0,1.372,0.0,40.723112,-74.200204
7109,8584393.0,177918.0,3.314,0.069,40.793481,-74.16116
7110,8740058.0,122632.0,3.375,0.047,40.820616,-74.15625
7111,7551115.0,5417.0,2.916,0.002,40.723859,-74.232522
7112,4666394.0,0.0,1.802,0.0,40.709409,-74.20955
7114,19253532.0,2563267.0,7.434,0.99,40.697424,-74.169886
7201,17173542.0,1457354.0,6.631,0.563,40.671272,-74.177358
7202,5999239.0,274191.0,2.316,0.106,40.652464,-74.216853
7203,6838773.0,32524.0,2.64,0.013,40.652211,-74.260158
7204,3173632.0,0.0,1.225,0.0,40.665309,-74.266571
7205,7133466.0,37388.0,2.754,0.014,40.695889,-74.2288
7206,4138670.0,1712465.0,1.598,0.661,40.651654,-74.183811
7208,4594668.0,15577.0,1.774,0.006,40.673805,-74.226433
7302,3802261.0,168713.0,1.468,0.065,40.719389,-74.046469
7304,4845595.0,41526.0,1.871,0.016,40.716495,-74.072593
7305,15075377.0,871760.0,5.821,0.337,40.697302,-74.082273
7306,7046575.0,493550.0,2.721,0.191,40.734924,-74.071875
7307,5794515.0,83393.0,2.237,0.032,40.750877,-74.056865
7310,1570827.0,72159.0,0.606,0.028,40.730128,-74.036832
7311,85748.0,0.0,0.033,0.0,40.719081,-74.032615
7401,7997671.0,51689.0,3.088,0.02,41.032669,-74.133826
7403,16523009.0,1092115.0,6.38,0.422,41.020753,-74.332842
7405,51040295.0,3084482.0,19.707,1.191,40.987841,-74.378188
7407,6845408.0,211085.0,2.643,0.082,40.904526,-74.119514
7410,13293465.0,207782.0,5.133,0.08,40.935833,-74.117504
7416,24483262.0,689804.0,9.453,0.266,41.112558,-74.599735
7417,24379398.0,1214222.0,9.413,0.469,41.007526,-74.205653
7418,12146025.0,135807.0,4.69,0.052,41.242216,-74.486108
7419,40479946.0,402175.0,15.629,0.155,41.152077,-74.565125
7420,6433706.0,1538829.0,2.484,0.594,41.03227,-74.303164
7421,67001172.0,5330572.0,25.869,2.058,41.17374,-74.352613
7422,31847032.0,2994139.0,12.296,1.156,41.182049,-74.444452
7423,4508458.0,31250.0,1.741,0.012,40.9995,-74.096583
7424,14779270.0,574227.0,5.706,0.222,40.88283,-74.205688
7430,65597570.0,1273596.0,25.327,0.492,41.082067,-74.183061
7432,4068745.0,21022.0,1.571,0.008,40.995809,-74.141262
7435,38725876.0,5431465.0,14.952,2.097,41.035529,-74.449126
7436,22021974.0,693288.0,8.503,0.268,41.031022,-74.240502
7438,71050189.0,4872342.0,27.433,1.881,41.028134,-74.518867
7439,6179165.0,112705.0,2.386,0.044,41.075676,-74.602012
7440,4044621.0,452017.0,1.562,0.175,40.946468,-74.29304
7442,7506058.0,721227.0,2.898,0.278,41.003095,-74.285455
7444,13532517.0,386430.0,5.225,0.149,40.967407,-74.306967
7446,14328497.0,183560.0,5.532,0.071,41.059136,-74.145931
7450,14904975.0,157639.0,5.755,0.061,40.981591,-74.113506
7452,7022538.0,36183.0,2.711,0.014,40.959471,-74.125202
7456,66209133.0,7513395.0,25.563,2.901,41.102332,-74.27317
7457,5258884.0,108612.0,2.03,0.042,40.995812,-74.315119
7458,26311121.0,193990.0,10.159,0.075,41.046658,-74.096482
7460,86901503.0,4366748.0,33.553,1.686,41.111743,-74.495128
7461,218132679.0,2782778.0,84.222,1.074,41.247022,-74.610522
7462,43835056.0,468195.0,16.925,0.181,41.198457,-74.495575
7463,5295095.0,51389.0,2.044,0.02,41.013615,-74.125919
7465,20704731.0,1835957.0,7.994,0.709,41.054895,-74.332905
7470,61597073.0,3648299.0,23.783,1.409,40.945855,-74.245077
7480,86424600.0,3480195.0,33.369,1.344,41.088533,-74.376499
7481,17089678.0,153805.0,6.598,0.059,40.999093,-74.168849
7495,99274.0,0.0,0.038,0.0,41.10447,-74.163363
7501,4754785.0,103084.0,1.836,0.04,40.911998,-74.170965
7502,2364093.0,90566.0,0.913,0.035,40.918573,-74.194089
7503,3998025.0,96979.0,1.544,0.037,40.897548,-74.154121
7504,2146619.0,82539.0,0.829,0.032,40.912548,-74.141615
7505,515577.0,0.0,0.199,0.0,40.916327,-74.171643
7506,8590652.0,78636.0,3.317,0.03,40.956957,-74.158561
7508,13342422.0,124103.0,5.152,0.048,40.955074,-74.183638
7512,10263552.0,180563.0,3.963,0.07,40.903415,-74.219779
7513,1535749.0,15330.0,0.593,0.006,40.906182,-74.148686
7514,2389017.0,147550.0,0.922,0.057,40.926992,-74.143838
7522,2128145.0,115439.0,0.822,0.045,40.924959,-74.179096
7524,1953308.0,119875.0,0.754,0.046,40.931711,-74.15687
7601,10864039.0,445374.0,4.195,0.172,40.889398,-74.045698
7603,1958170.0,108851.0,0.756,0.042,40.874287,-74.029735
7604,3956302.0,9412.0,1.528,0.004,40.862751,-74.075182
7605,3995181.0,246474.0,1.543,0.095,40.863391,-73.988466
7606,1696903.0,68210.0,0.655,0.026,40.857844,-74.048569
7607,3291046.0,5141.0,1.271,0.002,40.902885,-74.063457
7608,3997007.0,12197.0,1.543,0.005,40.853503,-74.060109
7620,16607862.0,7309290.0,6.412,2.822,40.968782,-73.916896
7621,7277473.0,21499.0,2.81,0.008,40.924204,-73.998287
7624,8146202.0,365537.0,3.145,0.141,40.97289,-73.960315
7626,5308842.0,25325.0,2.05,0.01,40.939786,-73.958581
7627,5359850.0,31600.0,2.069,0.012,40.954576,-73.956563
7628,5055728.0,7229.0,1.952,0.003,40.945239,-73.992428
7630,5777098.0,493229.0,2.231,0.19,40.97499,-74.023248
7631,12712688.0,59632.0,4.908,0.023,40.891197,-73.972515
7632,5505346.0,3213358.0,2.126,1.241,40.889721,-73.941981
7640,4754334.0,564810.0,1.836,0.218,40.991681,-73.980202
7641,5045067.0,1032785.0,1.948,0.399,40.961713,-73.997437
7642,7533100.0,21827.0,2.909,0.008,41.009092,-74.04376
7643,3821901.0,505400.0,1.476,0.195,40.844332,-74.036164
7644,5929726.0,48873.0,2.289,0.019,40.877915,-74.0825
7645,10394810.0,25132.0,4.013,0.01,41.054594,-74.047298
7646,5912808.0,90763.0,2.283,0.035,40.934161,-74.019453
7647,5868698.0,24988.0,2.266,0.01,41.006364,-73.942772
7648,7213017.0,22642.0,2.785,0.009,40.992252,-73.950917
7649,6240802.0,403561.0,2.41,0.156,40.956651,-74.032858
7650,3174715.0,107873.0,1.226,0.042,40.847017,-73.997061
7652,27030394.0,184998.0,10.436,0.071,40.947299,-74.070169
7656,6784382.0,54435.0,2.619,0.021,41.036183,-74.044293
7657,6587135.0,917615.0,2.543,0.354,40.832677,-74.014088
7660,4389907.0,429367.0,1.695,0.166,40.854705,-74.019926
7661,4734605.0,127577.0,1.828,0.049,40.926766,-74.037468
7662,2609018.0,119519.0,1.007,0.046,40.910694,-74.082895
7663,6931853.0,124957.0,2.676,0.048,40.903099,-74.093591
7666,15666837.0,542615.0,6.049,0.21,40.890317,-74.011478
7670,12122856.0,1510720.0,4.681,0.583,40.918309,-73.950523
7675,24975778.0,2927942.0,9.643,1.13,41.003484,-74.001753
7676,7623475.0,128592.0,2.943,0.05,40.988306,-74.064693
7677,8748402.0,519415.0,3.378,0.201,41.023333,-74.059028
7701,24034773.0,3641309.0,9.28,1.406,40.361667,-74.078076
7702,5596874.0,82460.0,2.161,0.032,40.32645,-74.057373
7703,2253199.0,119628.0,0.87,0.046,40.315784,-74.039773
7704,4155780.0,1342612.0,1.605,0.518,40.36194,-74.038775
7711,2076145.0,300222.0,0.802,0.116,40.238531,-74.008008
7712,30744884.0,946789.0,11.871,0.366,40.249708,-74.053712
7716,12756734.0,240372.0,4.925,0.093,40.401089,-74.032981
7717,1100833.0,298239.0,0.425,0.115,40.191418,-74.015105
7718,5524817.0,97663.0,2.133,0.038,40.419871,-74.085174
7719,33566724.0,2576965.0,12.96,0.995,40.168908,-74.073226
7720,1577700.0,54168.0,0.609,0.021,40.201604,-74.012056
7721,2389051.0,9015.0,0.922,0.003,40.438095,-74.231391
7722,95024857.0,2808121.0,36.689,1.084,40.280968,-74.168903
7723,4065824.0,351416.0,1.57,0.136,40.249701,-73.997458
7724,32153716.0,297790.0,12.415,0.115,40.298625,-74.074178
7726,83955458.0,657753.0,32.415,0.254,40.282353,-74.346564
7727,57024502.0,629908.0,22.017,0.243,40.204387,-74.149275
7728,125950272.0,768331.0,48.63,0.297,40.225793,-74.285785
7730,12709337.0,147215.0,4.907,0.057,40.425495,-74.176063
7731,86843035.0,1053586.0,33.53,0.407,40.149537,-74.203987
7732,9939218.0,5658204.0,3.838,2.185,40.430451,-73.990424
7733,46417461.0,556666.0,17.922,0.215,40.374964,-74.173849
7734,4595282.0,1140543.0,1.774,0.44,40.444152,-74.136812
7735,13240417.0,629010.0,5.112,0.243,40.449141,-74.245292
7737,6690187.0,21499.0,2.583,0.008,40.412472,-74.065304
7738,13729050.0,562209.0,5.301,0.217,40.337907,-74.127066
7739,6995426.0,1571569.0,2.701,0.607,40.336952,-74.034535
7740,13677863.0,3011773.0,5.281,1.163,40.295372,-73.989899
7746,33737948.0,165050.0,13.026,0.064,40.32349,-74.254572
7747,32460205.0,819779.0,12.533,0.317,40.415316,-74.254364
7748,34643249.0,97922.0,13.376,0.038,40.3963,-74.115274
7750,2637779.0,2717442.0,1.018,1.049,40.335895,-73.985608
7751,41766167.0,109023.0,16.126,0.042,40.35965,-74.261462
7753,47133355.0,2008129.0,18.198,0.775,40.214893,-74.078907
7755,7359728.0,10777.0,2.842,0.004,40.263635,-74.022877
7756,960618.0,143857.0,0.371,0.056,40.21182,-74.006944
7757,6434813.0,1493638.0,2.484,0.577,40.316313,-74.015897
7758,3938911.0,92779.0,1.521,0.036,40.434236,-74.100665
7760,19412220.0,9022890.0,7.495,3.484,40.369551,-74.002368
7762,7287913.0,1137074.0,2.814,0.439,40.153409,-74.033732
7764,7391801.0,90489.0,2.854,0.035,40.287904,-74.020019
7801,25389480.0,871097.0,9.803,0.336,40.917192,-74.554744
7803,7631560.0,229130.0,2.947,0.088,40.878088,-74.601176
7820,5973053.0,10595.0,2.306,0.004,40.931361,-74.811743
7821,112314381.0,3859610.0,43.365,1.49,40.966037,-74.754687
7822,17077867.0,43242.0,6.594,0.017,41.138775,-74.708337
7823,65664108.0,1210519.0,25.353,0.467,40.829451,-75.039497
7825,199908530.0,5205966.0,77.185,2.01,40.971247,-74.975723
7826,134902542.0,3412480.0,52.086,1.318,41.193137,-74.778188
7827,128229401.0,3710542.0,49.51,1.433,41.280923,-74.730483
7828,36931107.0,3786923.0,14.259,1.462,40.883935,-74.750312
7830,62062648.0,366278.0,23.963,0.141,40.719283,-74.794021
7832,121782562.0,3718480.0,47.021,1.436,40.96255,-75.053441
7833,1151925.0,131324.0,0.445,0.051,40.892784,-75.069413
7834,31840840.0,2204896.0,12.294,0.851,40.887246,-74.490462
7836,41384492.0,315533.0,15.979,0.122,40.842413,-74.703258
7838,64406018.0,606233.0,24.867,0.234,40.88795,-74.911692
7840,90805138.0,870295.0,35.06,0.336,40.854177,-74.835349
7842,3389599.0,235687.0,1.309,0.091,40.942135,-74.512095
7843,10449157.0,2813395.0,4.034,1.086,40.939241,-74.659474
7846,355296.0,0.0,0.137,0.0,40.96594,-74.877068
7847,5573290.0,448189.0,2.152,0.173,40.889346,-74.623879
7848,61609107.0,364596.0,23.787,0.141,41.103892,-74.687004
7849,19059418.0,5161788.0,7.359,1.993,40.970323,-74.607244
7850,8287028.0,1346641.0,3.2,0.52,40.906858,-74.662035
7851,17361742.0,896456.0,6.703,0.346,41.231436,-74.846827
7852,7877282.0,143304.0,3.041,0.055,40.883268,-74.668029
7853,87955709.0,669495.0,33.96,0.258,40.780755,-74.789238
7856,9050887.0,1874727.0,3.495,0.724,40.916106,-74.62668
7857,2807168.0,349127.0,1.084,0.135,40.897182,-74.70044
7860,261442151.0,9624241.0,100.943,3.716,41.056862,-74.818595
7863,61313737.0,461131.0,23.673,0.178,40.807571,-74.957451
7865,35350155.0,275501.0,13.649,0.106,40.793806,-74.898347
7866,57411430.0,5975078.0,22.167,2.307,40.954863,-74.489076
7869,52039422.0,573658.0,20.093,0.221,40.841691,-74.57833
7870,601577.0,0.0,0.232,0.0,40.80398,-74.819651
7871,97978584.0,5369870.0,37.83,2.073,41.046696,-74.627989
7874,32602172.0,1959744.0,12.588,0.757,40.923063,-74.73579
7876,14900890.0,407258.0,5.753,0.157,40.85447,-74.657357
7878,709113.0,4232.0,0.274,0.002,40.872451,-74.473757
7880,569117.0,8405.0,0.22,0.003,40.871452,-74.888891
7881,61909734.0,1678377.0,23.903,0.648,41.120816,-74.890305
7882,82146703.0,395297.0,31.717,0.153,40.75264,-75.013787
7885,38923757.0,1868936.0,15.029,0.722,40.897202,-74.632355
7901,16420589.0,121504.0,6.34,0.047,40.714923,-74.366372
7920,60782914.0,443600.0,23.468,0.171,40.677383,-74.564513
7921,49354038.0,507141.0,19.056,0.196,40.656019,-74.678657
7922,14400397.0,92892.0,5.56,0.036,40.676365,-74.424988
7924,31203854.0,188317.0,12.048,0.073,40.730384,-74.592602
7926,685287.0,773.0,0.265,0.0,40.801262,-74.570122
7927,4994786.0,51089.0,1.928,0.02,40.821862,-74.45429
7928,22377305.0,733489.0,8.64,0.283,40.725986,-74.412612
7930,65801238.0,172525.0,25.406,0.067,40.781196,-74.683945
7931,53651722.0,404225.0,20.715,0.156,40.690465,-74.662245
7932,17729877.0,405990.0,6.846,0.157,40.777242,-74.392943
7933,12794034.0,423461.0,4.94,0.163,40.703916,-74.45953
7934,9356604.0,14294.0,3.613,0.006,40.722434,-74.674902
7935,5946197.0,288718.0,2.296,0.111,40.736004,-74.445887
7936,20438960.0,656305.0,7.892,0.253,40.818553,-74.363742
7939,1063713.0,0.0,0.411,0.0,40.667382,-74.553908
7940,12044673.0,52132.0,4.65,0.02,40.760175,-74.419181
7945,48547055.0,767845.0,18.744,0.296,40.781948,-74.599501
7946,10688744.0,207684.0,4.127,0.08,40.677709,-74.508538
7950,23483174.0,296108.0,9.067,0.114,40.846026,-74.482314
7960,90684018.0,914187.0,35.013,0.353,40.784201,-74.500025
7961,105675.0,0.0,0.041,0.0,40.78062,-74.432741
7970,631519.0,1014.0,0.244,0.0,40.808084,-74.572929
7974,10347393.0,54700.0,3.995,0.021,40.696919,-74.403853
7976,18344300.0,1027797.0,7.083,0.397,40.72806,-74.479344
7977,3855788.0,3492.0,1.489,0.001,40.705193,-74.67008
7979,6216251.0,92788.0,2.4,0.036,40.700644,-74.730118
7980,7037253.0,87757.0,2.717,0.034,40.680423,-74.488915
7981,17428071.0,460560.0,6.729,0.178,40.820383,-74.422418
8001,6307334.0,174127.0,2.435,0.067,39.54788,-75.346384
8002,18634066.0,323630.0,7.195,0.125,39.931978,-75.027557
8003,28669962.0,39223.0,11.07,0.015,39.882703,-74.972036
8004,32271147.0,276069.0,12.46,0.107,39.764747,-74.870626
8005,122256536.0,3357317.0,47.204,1.296,39.767727,-74.312588
8006,1924356.0,1555694.0,0.743,0.601,39.752391,-74.105282
8007,3326739.0,0.0,1.284,0.0,39.86579,-75.053745
8008,28933119.0,71151465.0,11.171,27.472,39.542599,-74.298174
8009,35436400.0,481280.0,13.682,0.186,39.760656,-74.93286
8010,9937120.0,1371660.0,3.837,0.53,40.055173,-74.916925
8011,338945.0,0.0,0.131,0.0,39.972767,-74.712927
8012,38564618.0,672730.0,14.89,0.26,39.783815,-75.056068
8014,7519578.0,6210471.0,2.903,2.398,39.815906,-75.348335
8015,124072027.0,3335744.0,47.904,1.288,39.931536,-74.54372
8016,58972341.0,3388217.0,22.769,1.308,40.069521,-74.824196
8019,154723569.0,4825831.0,59.739,1.863,39.777295,-74.534218
8020,11171114.0,351539.0,4.313,0.136,39.791562,-75.22414
8021,33593095.0,508666.0,12.97,0.196,39.80727,-75.006883
8022,56811010.0,205733.0,21.935,0.079,40.06759,-74.705741
8023,2601437.0,138261.0,1.004,0.053,39.686699,-75.496274
8026,5577273.0,101482.0,2.153,0.039,39.832872,-74.967175
8027,19141049.0,7639923.0,7.39,2.95,39.834582,-75.288914
8028,39734913.0,191220.0,15.342,0.074,39.695889,-75.121457
8029,2681301.0,27850.0,1.035,0.011,39.840937,-75.067211
8030,6881318.0,1183383.0,2.657,0.457,39.888896,-75.118078
8031,7832771.0,343960.0,3.024,0.133,39.866356,-75.09467
8033,10093579.0,137729.0,3.897,0.053,39.892421,-75.036651
8034,15346381.0,14075.0,5.925,0.005,39.9061,-75.000375
8035,4094398.0,13573.0,1.581,0.005,39.879127,-75.065918
8036,15772706.0,762719.0,6.09,0.294,39.970569,-74.832209
8037,302488805.0,4386837.0,116.792,1.694,39.639959,-74.75932
8038,44866569.0,9711665.0,17.323,3.75,39.470004,-75.490291
8039,2666775.0,4057.0,1.03,0.002,39.685659,-75.277309
8041,29506649.0,28970.0,11.393,0.011,40.038525,-74.684101
8042,1720015.0,0.0,0.664,0.0,40.015388,-74.662288
8043,29720487.0,387797.0,11.475,0.15,39.848508,-74.953505
8045,3370776.0,0.0,1.301,0.0,39.867201,-75.02977
8046,18987091.0,663535.0,7.331,0.256,40.02795,-74.886984
8048,34080778.0,340465.0,13.159,0.131,39.958855,-74.802478
8049,3260392.0,0.0,1.259,0.0,39.854412,-75.038467
8050,78825113.0,17023925.0,30.435,6.573,39.712654,-74.231107
8051,9704545.0,101299.0,3.747,0.039,39.783875,-75.175825
8052,9923969.0,3021.0,3.832,0.001,39.952381,-74.994896
8053,75510941.0,1095024.0,29.155,0.423,39.856677,-74.90081
8054,56204780.0,738672.0,21.701,0.285,39.948992,-74.900247
8055,103456649.0,2950528.0,39.945,1.139,39.862695,-74.822311
8056,23820600.0,157356.0,9.197,0.061,39.783669,-75.255275
8057,39556573.0,537045.0,15.273,0.207,39.979658,-74.941308
8059,3186133.0,142307.0,1.23,0.055,39.884825,-75.092667
8060,57487313.0,831675.0,22.196,0.321,40.007737,-74.790088
8061,3609955.0,734061.0,1.394,0.283,39.79887,-75.205365
8062,78714145.0,352579.0,30.392,0.136,39.716096,-75.219265
8063,2651545.0,1141574.0,1.024,0.441,39.867297,-75.185621
8064,3315873.0,60566.0,1.28,0.023,39.962745,-74.64054
8065,4818368.0,1863711.0,1.86,0.72,40.002615,-75.035273
8066,12772581.0,2487947.0,4.932,0.961,39.834292,-75.228355
8067,49728728.0,2244189.0,19.2,0.866,39.739193,-75.411406
8068,60072432.0,631242.0,23.194,0.244,39.961401,-74.665917
8069,43687925.0,2148989.0,16.868,0.83,39.699258,-75.44518
8070,53050747.0,8455065.0,20.483,3.265,39.619131,-75.516096
8071,8600921.0,122854.0,3.321,0.047,39.731894,-75.133534
8072,590195.0,40497.0,0.228,0.016,39.544308,-75.418704
8073,248161.0,0.0,0.096,0.0,40.009546,-74.86682
